student_id,age,gender,education_level,school_type,family_income,parent_education,previous_exam_score,previous_gpa,assignment_completion_rate,class_participation,study_hours_per_day,self_study_hours,private_tuition,study_consistency,study_environment,revision_frequency,practice_tests_completed,sleep_hours,daily_screen_time,physical_activity_hours,stress_level,internet_access,exam_difficulty,exam_preparation_days,questions_attempted,questions_correct,time_management_score,exam_anxiety_level,exam_score,performance_grade,pass_status,performance_level
STU_039632,20,Male,Undergraduate,Public,Upper-Middle,Master,70.61,2.75,59.04,Medium,2.5,2.13,1,Medium,Quiet,Rarely,6,6.47,4.3,0.37,10,1,Medium,25,90,61,69.77,9.89,64.94,D,Pass,Medium
STU_039633,14,Male,Undergraduate,Public,Middle,Bachelor,74.19,2.86,61.2,Medium,3.17,2.05,0,Medium,Moderate,Rarely,6,8.75,6.03,0.1,10,1,Medium,24,87,68,79.0,10.0,79.2,B,Pass,Medium
STU_039634,18,Male,High School,Private,Middle,High School,64.15,2.78,83.31,Low,1.42,0.84,1,Low,Quiet,Daily,6,7.82,4.42,0.74,7,1,Medium,6,86,49,95.13,8.55,54.35,D,Pass,Low
STU_039635,19,Male,High School,Public,Low,High School,73.65,2.78,70.51,Low,3.23,1.96,1,Low,Moderate,Daily,5,4.03,5.95,1.27,10,1,Medium,26,98,54,93.14,10.0,53.94,D,Pass,Low
STU_039636,20,Male,High School,Public,Middle,High School,92.01,3.71,61.03,High,1.72,1.18,0,Low,Moderate,Daily,4,8.19,3.89,0.24,8,1,Medium,7,99,85,92.34,7.01,84.28,B,Pass,High
STU_039637,18,Male,High School,Public,Upper-Middle,Bachelor,95.35,3.57,35.51,Low,1.5,0.84,1,Low,Quiet,Weekly,9,6.5,3.41,4.06,10,1,Hard,10,98,66,59.89,9.1,69.48,C,Pass,Medium
STU_039638,15,Male,Undergraduate,Private,Middle,High School,51.96,2.17,51.61,Low,1.15,0.92,0,High,Noisy,Daily,7,7.74,2.77,1.79,10,1,Medium,13,94,42,67.39,7.55,44.69,F,Fail,Low
STU_039639,18,Male,High School,Public,Middle,High School,81.59,3.25,83.84,Medium,3.73,2.63,0,Low,Noisy,Weekly,7,7.98,4.01,4.04,9,1,Medium,26,98,79,61.54,8.81,83.28,B,Pass,High
STU_039640,18,Female,Undergraduate,Public,Low,High School,67.94,2.6,72.59,Low,4.1,2.95,1,Low,Quiet,Weekly,3,5.2,8.82,3.18,10,1,Hard,22,96,45,74.16,10.0,47.78,F,Fail,Low
STU_039641,20,Male,High School,Charter,Lower-Middle,Bachelor,89.94,3.62,85.12,Medium,4.26,2.69,0,Low,Quiet,Rarely,6,9.26,6.74,1.84,8,1,Medium,20,92,92,72.88,7.27,100.0,A,Pass,High
STU_039642,19,Female,Undergraduate,Private,Low,Associate,88.12,3.63,79.63,Medium,2.31,1.59,0,Low,Quiet,Weekly,3,5.37,4.23,1.46,10,0,Hard,1,94,43,87.98,10.0,46.26,F,Fail,Low
STU_039643,14,Male,Undergraduate,Public,Lower-Middle,Doctorate,79.67,3.04,57.95,Medium,1.81,0.93,0,Medium,Moderate,Daily,5,8.08,4.16,1.39,10,1,Easy,19,87,69,94.74,9.94,76.35,B,Pass,Medium
STU_039644,15,Female,High School,Public,Middle,High School,60.02,2.29,67.43,Low,2.2,1.67,0,Medium,Quiet,Weekly,6,8.1,4.76,8.89,8,1,Medium,7,95,64,70.55,10.0,66.87,C,Pass,Medium
STU_039645,15,Male,High School,Public,Middle,Bachelor,61.82,2.54,67.25,High,2.38,1.25,1,Medium,Noisy,Daily,8,6.8,1.53,0.61,10,0,Hard,18,85,45,85.6,10.0,53.0,D,Pass,Low
STU_039646,16,Male,Undergraduate,Public,Middle,High School,98.02,3.68,75.31,Medium,5.24,2.71,0,High,Quiet,Weekly,7,8.82,9.27,0.4,10,1,Hard,20,85,72,100.0,10.0,83.72,B,Pass,High
STU_039647,19,Male,High School,Public,Middle,Bachelor,69.62,2.73,83.65,Medium,3.45,2.3,0,High,Quiet,Rarely,6,8.1,4.4,5.68,9,1,Medium,4,85,38,98.32,9.69,43.52,F,Fail,Low
STU_039648,17,Female,High School,Public,High,Associate,65.83,2.67,82.58,Low,3.15,2.43,0,Low,Moderate,Weekly,8,5.43,3.87,0.79,10,1,Hard,22,94,33,72.77,7.93,34.57,F,Fail,Low
STU_039649,16,Female,High School,Public,Low,Bachelor,57.5,2.36,68.08,Medium,9.65,7.49,1,Medium,Moderate,Weekly,4,7.05,5.03,3.49,10,1,Medium,30,91,62,74.73,10.0,65.69,C,Pass,Medium
STU_039650,16,Female,High School,Public,Low,Doctorate,73.19,3.02,79.24,High,6.26,3.19,0,Medium,Quiet,Rarely,10,6.43,4.04,1.59,8,1,Easy,28,95,90,79.0,8.4,94.71,A,Pass,High
STU_039651,16,Female,Undergraduate,Private,High,Bachelor,65.08,2.41,68.22,Medium,2.96,1.71,0,High,Moderate,Daily,7,6.99,5.85,10.54,10,1,Easy,8,93,64,83.69,10.0,68.45,C,Pass,Medium
STU_039652,15,Female,High School,Charter,Low,High School,61.61,2.48,64.37,Low,4.97,3.03,0,Medium,Quiet,Weekly,9,6.32,6.31,0.81,10,1,Easy,18,95,64,63.7,10.0,66.37,C,Pass,Medium
STU_039653,14,Female,High School,Public,Lower-Middle,High School,67.52,2.59,71.18,Medium,4.29,2.17,1,Medium,Moderate,Rarely,6,6.18,5.39,0.26,10,1,Medium,3,100,51,44.98,9.53,50.05,D,Pass,Low
STU_039654,20,Male,High School,Public,Lower-Middle,Bachelor,30.0,1.44,57.23,Medium,2.22,1.31,0,High,Moderate,Weekly,7,8.45,5.52,8.1,10,1,Medium,7,98,7,93.9,8.3,6.05,F,Fail,Low
STU_039655,18,Male,Undergraduate,Private,Lower-Middle,High School,84.59,3.37,62.9,Medium,2.66,1.77,0,Low,Noisy,Weekly,6,6.17,2.33,0.65,8,1,Hard,24,93,61,86.78,7.93,64.87,D,Pass,Medium
STU_039656,15,Female,High School,Public,Middle,Bachelor,73.39,3.08,53.84,Medium,3.72,2.58,0,High,Moderate,Weekly,9,5.01,3.19,0.32,10,1,Medium,5,92,63,69.69,9.81,68.3,C,Pass,Medium
STU_039657,18,Female,Undergraduate,Public,High,Associate,82.68,3.41,73.99,Medium,3.87,3.43,0,Medium,Quiet,Daily,8,3.2,6.43,1.97,10,1,Medium,29,98,64,80.82,9.56,63.25,D,Pass,Medium
STU_039658,18,Male,Undergraduate,Public,High,Master,81.95,3.32,79.89,High,4.14,3.47,0,Medium,Moderate,Weekly,8,7.02,4.26,6.32,10,1,Medium,13,91,58,80.89,10.0,63.85,D,Pass,Medium
STU_039659,17,Other,Undergraduate,Private,Lower-Middle,High School,61.17,2.49,79.04,Medium,5.08,3.26,0,Medium,Moderate,Daily,9,6.0,5.37,1.45,10,1,Hard,30,95,52,94.99,9.49,50.44,D,Pass,Low
STU_039660,20,Male,High School,Private,Low,Bachelor,64.27,2.34,83.74,Medium,1.95,1.15,0,High,Quiet,Daily,4,7.88,3.54,4.08,10,1,Medium,18,91,52,79.0,8.38,59.1,D,Pass,Low
STU_039661,16,Male,High School,Private,Middle,High School,82.52,3.3,83.55,High,2.82,2.47,0,Medium,Quiet,Weekly,7,8.14,7.61,4.29,10,0,Medium,8,87,50,60.81,10.0,54.8,D,Pass,Low
STU_039662,17,Female,High School,Public,Middle,High School,71.47,2.94,59.59,Medium,4.44,3.81,0,Medium,Moderate,Rarely,3,8.27,3.89,0.31,10,1,Medium,2,95,46,90.78,8.25,48.61,F,Fail,Low
STU_039663,16,Male,Undergraduate,Public,Low,Bachelor,65.77,2.78,51.39,Medium,1.13,0.6,0,Medium,Noisy,Weekly,5,4.02,10.63,2.4,10,1,Medium,7,100,39,64.78,10.0,39.8,F,Fail,Low
STU_039664,15,Female,Undergraduate,Public,Upper-Middle,Associate,56.99,2.28,77.71,Medium,2.95,1.9,0,Low,Quiet,Weekly,2,7.01,3.96,0.12,10,1,Easy,14,87,55,79.0,10.0,62.73,D,Pass,Medium
STU_039665,18,Male,Undergraduate,Charter,Middle,Unknown,78.93,3.22,95.91,Low,6.37,3.2,1,Medium,Noisy,Daily,8,7.24,6.25,1.77,8,1,Hard,10,100,76,76.12,6.22,75.36,B,Pass,Medium
STU_039666,17,Male,High School,Private,High,Associate,63.43,2.48,74.57,Medium,3.03,1.56,0,Low,Noisy,Weekly,6,7.88,4.41,1.55,7,1,Easy,2,100,61,84.97,6.24,60.3,D,Pass,Medium
STU_039667,19,Female,High School,Private,Low,High School,51.0,1.96,57.98,Medium,1.04,0.62,0,High,Moderate,Daily,4,7.53,7.79,2.61,10,1,Hard,21,99,31,77.16,10.0,31.81,F,Fail,Low
STU_039668,15,Female,Undergraduate,Public,Low,Bachelor,64.81,2.42,67.57,Low,6.06,4.75,0,Medium,Noisy,Rarely,7,5.73,7.52,1.25,8,1,Hard,13,85,46,76.85,8.22,56.43,D,Pass,Low
STU_039669,15,Male,High School,Public,Upper-Middle,Bachelor,74.16,3.07,54.16,Medium,0.72,0.55,0,Low,Moderate,Weekly,2,7.67,4.74,3.04,10,1,Medium,27,100,49,71.64,9.8,48.69,F,Fail,Low
STU_039670,19,Male,High School,Charter,High,Bachelor,70.56,2.87,76.03,Medium,3.47,1.79,0,Medium,Noisy,Weekly,5,5.19,4.53,0.61,10,1,Easy,8,86,56,85.57,10.0,64.96,D,Pass,Medium
STU_039671,16,Female,High School,Public,Low,High School,80.47,3.52,99.55,Low,3.88,2.23,0,High,Quiet,Daily,10,7.16,3.92,2.46,10,0,Hard,18,99,75,79.0,8.78,76.6,B,Pass,Medium
STU_039672,18,Female,Undergraduate,Public,Low,Master,66.42,2.51,51.93,Medium,2.62,1.56,0,Medium,Moderate,Daily,7,6.68,6.54,2.38,7,1,Easy,15,92,68,77.28,8.0,71.24,C,Pass,Medium
STU_039673,16,Male,High School,Public,Low,Unknown,58.4,2.15,60.79,High,3.53,2.44,0,Medium,Moderate,Daily,6,8.83,2.56,2.36,9,0,Medium,27,90,64,94.1,8.54,72.44,C,Pass,Medium
STU_039674,16,Male,Undergraduate,Public,Lower-Middle,Associate,57.45,2.18,68.8,High,1.51,1.31,1,High,Moderate,Weekly,2,6.2,5.25,1.17,10,1,Medium,12,86,15,53.21,8.95,17.58,F,Fail,Low
STU_039675,15,Female,Undergraduate,Private,Lower-Middle,Bachelor,75.84,3.08,90.89,Medium,1.15,0.94,0,Low,Moderate,Weekly,3,8.32,7.58,1.35,10,1,Medium,13,100,69,100.0,10.0,71.56,C,Pass,Medium
STU_039676,16,Female,High School,Charter,Lower-Middle,Associate,82.94,3.18,79.13,High,3.75,2.9,0,Low,Moderate,Rarely,3,5.62,5.35,10.31,9,1,Medium,16,97,64,79.0,9.04,65.55,C,Pass,Medium
STU_039677,14,Female,High School,Public,Middle,Bachelor,75.05,2.78,52.94,Medium,2.8,1.97,1,Low,Quiet,Daily,8,9.23,6.96,1.38,10,1,Medium,23,85,52,71.15,10.0,62.8,D,Pass,Medium
STU_039678,19,Male,High School,Private,Middle,Associate,55.0,2.15,62.91,High,1.95,1.56,0,Medium,Quiet,Daily,3,6.57,3.91,4.68,10,1,Medium,6,86,41,57.15,7.53,48.45,F,Fail,Low
STU_039679,20,Female,High School,Public,Lower-Middle,High School,66.6,2.78,72.26,Low,2.97,2.05,0,Medium,Moderate,Weekly,7,4.97,6.94,0.75,8,1,Medium,4,88,37,66.63,5.83,43.72,F,Fail,Low
STU_039680,19,Female,High School,Private,Lower-Middle,Master,61.33,2.64,72.92,Medium,4.32,2.58,0,Low,Quiet,Weekly,6,7.05,4.43,2.14,7,1,Medium,4,96,68,67.93,8.79,69.67,C,Pass,Medium
STU_039681,18,Female,Undergraduate,Public,Low,Bachelor,72.24,2.9,85.33,Medium,5.76,3.76,0,Medium,Quiet,Daily,6,6.73,4.51,0.2,10,1,Easy,18,88,75,81.41,10.0,86.06,A,Pass,High
STU_039682,19,Male,High School,Public,Low,Master,51.96,2.22,64.53,Medium,1.75,1.02,0,Medium,Quiet,Weekly,5,6.69,5.87,3.32,10,0,Hard,22,85,45,63.47,9.1,51.72,D,Pass,Low
STU_039683,16,Female,Undergraduate,Public,Lower-Middle,Associate,73.68,2.9,72.52,Low,2.64,2.14,0,Medium,Quiet,Rarely,5,8.2,2.35,2.42,10,1,Medium,5,97,72,81.57,10.0,73.05,C,Pass,Medium
STU_039684,16,Female,High School,Public,Middle,Associate,77.93,3.1,56.35,Medium,0.94,0.74,1,Low,Quiet,Rarely,7,6.14,5.73,6.47,7,1,Medium,4,92,57,85.09,6.85,60.19,D,Pass,Medium
STU_039685,17,Male,Undergraduate,Public,Middle,High School,57.22,2.29,62.04,Medium,1.52,0.85,0,Low,Moderate,Daily,5,8.17,2.75,0.16,8,1,Medium,7,86,42,80.88,7.59,51.43,D,Pass,Low
STU_039686,18,Female,Undergraduate,Private,Upper-Middle,Associate,82.1,3.41,60.48,Low,1.88,1.12,0,Medium,Quiet,Daily,6,9.05,5.37,4.05,10,1,Medium,14,99,65,87.59,10.0,63.85,D,Pass,Medium
STU_039687,18,Female,High School,Public,High,High School,73.41,2.92,54.58,Medium,0.88,0.79,0,Low,Moderate,Rarely,1,7.11,7.24,0.58,9,1,Easy,30,86,63,87.14,8.05,73.07,C,Pass,Medium
STU_039688,19,Male,High School,Charter,Low,High School,72.52,2.84,70.36,Medium,3.89,3.44,0,Medium,Noisy,Weekly,5,9.22,3.46,0.96,6,1,Medium,19,97,77,79.0,5.79,80.3,B,Pass,High
STU_039689,16,Female,Undergraduate,Private,Low,High School,86.52,2.78,70.17,Medium,4.55,3.22,0,Medium,Quiet,Daily,6,7.01,2.78,2.61,10,1,Hard,20,87,62,95.45,10.0,72.23,C,Pass,Medium
STU_039690,14,Female,High School,Private,Lower-Middle,Associate,73.71,3.21,74.18,Low,2.28,1.29,0,Medium,Quiet,Weekly,2,6.02,2.5,4.01,7,1,Medium,9,86,74,86.55,6.49,85.34,A,Pass,High
STU_039691,17,Male,High School,Charter,Lower-Middle,Master,97.72,4.0,67.5,Medium,3.79,3.16,1,High,Moderate,Rarely,5,7.15,5.03,1.23,8,0,Easy,21,86,77,73.84,7.81,88.22,A,Pass,High
STU_039692,14,Female,High School,Private,High,Master,100.0,3.89,78.99,Low,5.88,5.24,1,High,Moderate,Weekly,4,6.3,3.81,0.16,10,1,Easy,19,85,84,68.43,8.72,100.0,A,Pass,High
STU_039693,16,Male,Undergraduate,Public,Lower-Middle,Bachelor,91.32,3.86,59.99,Low,4.42,3.4,0,Low,Quiet,Weekly,6,7.2,1.25,3.86,8,1,Medium,7,92,66,67.34,7.26,71.52,C,Pass,Medium
STU_039694,18,Male,Undergraduate,Public,Middle,Doctorate,73.35,2.78,67.43,Low,2.67,2.35,0,High,Moderate,Daily,4,7.42,6.59,0.9,10,1,Medium,11,97,50,46.27,6.33,53.76,D,Pass,Low
STU_039695,18,Female,Undergraduate,Private,Upper-Middle,Associate,74.72,3.1,77.05,High,2.93,2.1,0,High,Quiet,Weekly,8,6.11,5.18,1.15,10,1,Hard,7,86,48,70.99,10.0,55.34,D,Pass,Low
STU_039696,20,Male,High School,Charter,Middle,High School,73.76,2.86,78.94,Medium,5.08,3.05,0,Low,Noisy,Weekly,9,6.7,7.68,1.53,10,1,Medium,8,89,72,63.44,10.0,80.46,B,Pass,High
STU_039697,14,Male,High School,Public,Middle,Bachelor,63.6,2.97,52.22,High,2.21,1.43,0,Low,Quiet,Weekly,9,5.3,3.31,2.64,10,1,Medium,5,88,43,79.08,10.0,47.28,F,Fail,Low
STU_039698,20,Female,High School,Private,Low,Associate,72.88,2.68,37.02,Medium,0.98,0.75,0,High,Noisy,Weekly,5,5.58,3.65,0.39,10,1,Medium,19,95,54,76.37,9.75,52.62,D,Pass,Low
STU_039699,20,Male,Undergraduate,Public,Middle,Unknown,63.14,2.67,91.07,Low,6.09,3.25,0,High,Quiet,Rarely,5,7.96,5.78,2.11,7,0,Hard,21,100,61,92.44,5.29,61.6,D,Pass,Medium
STU_039700,15,Male,Undergraduate,Private,Upper-Middle,Bachelor,83.08,3.43,54.55,High,1.34,0.86,1,Low,Moderate,Weekly,1,6.58,2.58,1.55,9,1,Hard,27,91,47,100.0,10.0,53.12,D,Pass,Low
STU_039701,16,Female,High School,Public,Middle,Master,85.25,3.56,54.52,Low,2.6,1.92,0,Medium,Quiet,Weekly,5,7.65,5.02,5.36,10,1,Hard,11,95,64,78.32,10.0,67.39,C,Pass,Medium
STU_039702,18,Female,High School,Charter,Upper-Middle,Bachelor,63.2,2.53,59.92,High,1.19,0.95,1,Medium,Moderate,Weekly,3,8.16,4.84,3.14,8,1,Medium,20,100,36,68.08,6.99,37.03,F,Fail,Low
STU_039703,19,Female,Undergraduate,Public,Low,Associate,69.79,2.85,63.86,Low,2.78,1.98,1,Medium,Quiet,Daily,5,7.09,4.2,5.63,10,1,Medium,21,98,69,74.59,10.0,68.4,C,Pass,Medium
STU_039704,15,Female,Undergraduate,Public,Middle,Master,64.88,2.41,64.49,High,1.31,0.95,1,High,Noisy,Daily,5,7.41,4.4,2.72,9,1,Medium,28,85,39,90.01,10.0,43.85,F,Fail,Low
STU_039705,18,Male,Undergraduate,Charter,Lower-Middle,Associate,57.9,2.34,67.23,Medium,2.59,1.41,0,Medium,Moderate,Rarely,2,6.99,1.62,0.71,10,1,Easy,22,87,67,81.35,8.71,75.29,B,Pass,Medium
STU_039706,19,Female,Undergraduate,Public,Low,Bachelor,78.71,3.26,71.25,High,1.94,0.98,0,Low,Quiet,Daily,5,6.07,6.09,2.53,9,1,Easy,20,95,68,47.73,8.74,70.66,C,Pass,Medium
STU_039707,18,Male,Undergraduate,Private,Upper-Middle,Doctorate,53.68,2.39,80.27,High,3.92,3.01,1,High,Moderate,Rarely,11,8.36,5.64,2.15,7,1,Easy,10,87,72,94.93,6.51,80.43,B,Pass,High
STU_039708,15,Male,High School,Private,Low,Doctorate,78.17,3.03,60.17,Low,1.32,1.06,1,Medium,Moderate,Weekly,4,7.64,6.09,1.11,10,1,Medium,15,85,58,81.93,10.0,67.8,C,Pass,Medium
STU_039709,14,Female,Undergraduate,Private,Middle,High School,75.42,3.03,59.6,Low,2.15,1.83,0,Medium,Quiet,Weekly,2,8.99,5.99,9.64,7,1,Medium,5,92,59,84.55,9.2,65.82,C,Pass,Medium
STU_039710,16,Male,Undergraduate,Private,Upper-Middle,Unknown,78.4,3.29,76.56,Low,3.35,2.13,0,Medium,Moderate,Weekly,4,7.47,7.77,5.77,10,1,Medium,30,95,64,71.72,7.97,64.62,D,Pass,Medium
STU_039711,20,Male,High School,Private,Lower-Middle,High School,66.91,2.44,62.58,High,2.88,1.99,0,Medium,Quiet,Rarely,4,6.92,10.19,3.68,9,1,Medium,26,88,61,91.11,9.76,66.25,C,Pass,Medium
STU_039712,15,Female,High School,Public,Middle,Bachelor,76.09,2.96,71.61,High,5.76,3.19,0,High,Quiet,Weekly,9,7.25,3.58,2.43,9,0,Medium,12,93,83,59.39,8.71,90.23,A,Pass,High
STU_039713,15,Male,Undergraduate,Public,Lower-Middle,High School,78.59,3.04,66.88,Medium,4.04,2.27,0,High,Moderate,Daily,8,5.84,4.78,9.65,10,1,Medium,6,99,65,71.31,10.0,64.64,D,Pass,Medium
STU_039714,20,Male,Undergraduate,Public,Middle,Bachelor,72.86,2.99,71.17,Low,2.07,1.83,1,Medium,Moderate,Daily,4,5.71,6.51,0.38,10,1,Hard,14,98,50,73.65,9.6,50.84,D,Pass,Low
STU_039715,18,Female,Undergraduate,Private,Low,Bachelor,61.49,2.55,56.38,Low,3.82,1.98,1,Low,Quiet,Weekly,9,6.5,6.14,5.17,10,1,Easy,2,96,36,50.71,8.03,37.7,F,Fail,Low
STU_039716,19,Male,Undergraduate,Public,Middle,Associate,83.97,3.26,88.48,Low,5.18,4.5,1,Medium,Quiet,Daily,9,9.35,8.22,4.6,8,1,Medium,23,96,85,81.58,7.44,90.13,A,Pass,High
STU_039717,20,Female,High School,Public,Low,Master,69.96,3.04,52.65,Medium,4.64,3.62,0,Medium,Quiet,Weekly,4,7.11,4.04,3.54,7,1,Hard,14,96,55,84.24,6.81,57.0,D,Pass,Low
STU_039718,15,Female,High School,Public,High,Bachelor,81.58,3.4,89.41,Medium,5.52,3.07,1,High,Quiet,Weekly,10,6.01,4.67,2.11,9,1,Easy,2,95,75,61.5,8.91,78.62,B,Pass,Medium
STU_039719,16,Female,High School,Charter,Upper-Middle,High School,52.7,2.18,77.99,High,6.37,3.27,0,High,Quiet,Daily,4,6.58,5.21,0.86,10,1,Medium,7,91,58,91.18,10.0,63.4,D,Pass,Medium
STU_039720,20,Female,Undergraduate,Private,Low,High School,76.15,2.68,72.46,Medium,1.12,0.77,1,High,Moderate,Weekly,4,6.67,3.15,6.55,7,1,Medium,17,93,70,68.99,6.68,75.99,B,Pass,Medium
STU_039721,20,Male,Undergraduate,Public,Middle,Associate,90.23,3.55,53.27,High,2.5,2.22,0,Medium,Quiet,Weekly,6,8.8,7.31,6.42,9,1,Medium,19,92,78,90.65,8.38,83.05,B,Pass,High
STU_039722,14,Male,Undergraduate,Private,Middle,Unknown,72.49,2.89,85.24,High,2.54,2.05,0,Low,Moderate,Weekly,4,7.94,6.06,10.48,10,1,Hard,2,100,46,77.32,9.13,43.94,F,Fail,Low
STU_039723,19,Female,Undergraduate,Public,Lower-Middle,Bachelor,64.74,2.29,64.1,Medium,2.58,1.96,1,Medium,Moderate,Rarely,6,7.72,5.06,4.96,10,1,Medium,18,85,61,76.12,8.06,70.14,C,Pass,Medium
STU_039724,14,Male,Undergraduate,Private,Low,High School,52.94,2.08,62.64,Medium,0.86,0.5,0,High,Moderate,Weekly,2,7.59,6.0,2.78,10,1,Easy,6,93,31,55.73,7.6,33.08,F,Fail,Low
STU_039725,14,Male,Undergraduate,Public,Middle,Master,77.27,2.78,74.73,High,2.75,1.75,0,Medium,Quiet,Weekly,6,7.79,5.09,3.23,10,1,Medium,4,88,62,89.64,9.07,69.35,C,Pass,Medium
STU_039726,16,Female,High School,Public,Low,Associate,72.09,2.98,78.52,High,4.44,3.03,1,Medium,Noisy,Weekly,3,5.13,5.03,1.56,10,1,Easy,19,95,53,77.68,7.75,58.66,D,Pass,Low
STU_039727,18,Female,Undergraduate,Public,Lower-Middle,Associate,69.45,2.54,73.35,Medium,1.51,0.87,0,Medium,Quiet,Weekly,3,7.77,5.88,0.8,9,0,Medium,4,97,44,73.5,7.69,45.53,F,Fail,Low
STU_039728,19,Female,Undergraduate,Private,Low,Master,76.98,2.65,89.9,Medium,2.7,2.41,1,High,Quiet,Rarely,9,7.64,6.55,1.85,10,1,Medium,9,88,61,75.45,10.0,68.72,C,Pass,Medium
STU_039729,19,Female,High School,Public,Low,Master,54.1,2.24,67.69,Low,2.93,1.87,0,Medium,Quiet,Weekly,6,4.76,5.17,1.15,9,1,Medium,8,91,52,98.68,9.75,57.1,D,Pass,Low
STU_039730,20,Female,High School,Public,Upper-Middle,Associate,100.0,4.0,67.8,Medium,1.74,1.34,1,Medium,Noisy,Weekly,4,8.7,1.37,1.42,10,1,Hard,10,90,64,92.68,10.0,70.83,C,Pass,Medium
STU_039731,16,Female,High School,Public,Middle,Master,68.75,2.47,71.2,Medium,1.8,1.11,0,High,Quiet,Weekly,6,5.49,5.28,0.17,10,1,Easy,28,88,60,94.49,10.0,67.59,C,Pass,Medium
STU_039732,19,Male,High School,Private,Lower-Middle,Unknown,60.56,2.37,52.14,Medium,1.64,1.36,1,Low,Quiet,Daily,3,5.12,5.02,0.22,10,1,Easy,7,96,55,93.74,10.0,57.99,D,Pass,Low
STU_039733,15,Male,High School,Public,Lower-Middle,Master,72.02,2.85,71.41,High,3.61,2.25,0,Medium,Moderate,Weekly,5,7.26,2.67,0.8,10,1,Hard,16,98,47,77.22,7.64,47.75,F,Fail,Low
STU_039734,17,Male,High School,Public,Low,High School,76.11,2.99,54.87,Medium,2.52,1.8,1,Medium,Moderate,Weekly,6,7.54,5.69,0.1,10,1,Medium,6,93,46,79.0,10.0,50.58,D,Pass,Low
STU_039735,20,Male,High School,Private,Lower-Middle,High School,83.82,3.34,75.02,Medium,4.08,2.32,0,Medium,Quiet,Daily,10,7.78,5.4,1.77,10,1,Hard,21,90,59,67.77,10.0,66.97,C,Pass,Medium
STU_039736,17,Female,High School,Public,Upper-Middle,High School,64.21,2.54,48.09,Medium,0.8,0.47,1,Low,Noisy,Weekly,2,6.04,5.59,0.02,10,0,Easy,7,88,35,69.97,8.61,39.57,F,Fail,Low
STU_039737,17,Female,High School,Charter,Middle,Associate,76.89,3.15,76.45,Low,1.06,0.78,0,Medium,Quiet,Daily,2,5.83,4.26,1.68,8,1,Medium,22,97,56,74.07,7.1,57.22,D,Pass,Low
STU_039738,14,Female,High School,Private,Middle,Associate,73.41,2.85,70.77,Medium,4.05,3.41,0,Medium,Quiet,Weekly,13,5.48,3.56,7.71,8,1,Easy,10,95,77,86.68,9.06,85.35,A,Pass,High
STU_039739,19,Female,High School,Public,Middle,High School,82.37,3.33,71.35,High,1.79,1.01,0,High,Quiet,Weekly,6,7.07,6.46,0.54,10,1,Easy,8,96,66,91.02,10.0,68.19,C,Pass,Medium
STU_039740,20,Female,Undergraduate,Public,Middle,Bachelor,66.19,2.56,74.11,High,1.66,1.25,0,Medium,Noisy,Weekly,2,5.97,5.22,2.1,10,1,Easy,24,91,48,63.02,10.0,52.04,D,Pass,Low
STU_039741,16,Male,Undergraduate,Charter,Lower-Middle,Bachelor,70.96,2.75,72.82,High,1.71,1.01,0,Medium,Moderate,Rarely,6,6.46,4.53,1.69,10,1,Medium,10,85,50,85.16,8.18,58.79,D,Pass,Low
STU_039742,19,Male,Undergraduate,Private,Lower-Middle,High School,60.33,2.38,85.64,Medium,3.4,2.84,1,Medium,Quiet,Daily,7,7.9,3.41,1.98,10,1,Hard,29,99,58,97.26,10.0,59.48,D,Pass,Low
STU_039743,16,Male,Undergraduate,Private,Lower-Middle,High School,58.15,2.17,76.71,Low,2.62,1.93,0,Medium,Moderate,Weekly,9,7.22,7.26,1.51,7,1,Medium,18,93,54,75.07,7.04,58.41,D,Pass,Low
STU_039744,19,Male,Undergraduate,Private,Middle,High School,70.14,2.91,86.35,High,3.51,3.07,0,Medium,Moderate,Weekly,9,7.74,5.67,0.66,10,0,Medium,4,85,52,64.18,7.69,61.98,D,Pass,Medium
STU_039745,20,Female,Undergraduate,Charter,Upper-Middle,Doctorate,42.89,1.94,62.02,Medium,0.92,0.75,0,Medium,Moderate,Weekly,3,8.08,6.71,2.66,6,1,Medium,22,86,38,73.8,4.12,42.59,F,Fail,Low
STU_039746,20,Female,High School,Private,Middle,Associate,95.13,3.83,60.8,Low,2.46,1.84,0,Low,Quiet,Weekly,5,8.29,5.03,0.23,10,1,Medium,3,95,64,71.0,8.84,69.49,C,Pass,Medium
STU_039747,14,Male,High School,Public,Upper-Middle,Associate,79.58,3.07,76.74,Low,2.25,1.32,0,Medium,Quiet,Daily,4,5.83,5.06,0.75,9,1,Hard,19,85,49,49.21,9.01,57.35,D,Pass,Low
STU_039748,20,Male,High School,Private,Low,Bachelor,67.09,2.53,67.17,Medium,3.71,2.67,0,High,Quiet,Weekly,2,7.45,5.26,0.25,10,1,Easy,17,91,57,95.96,10.0,65.25,C,Pass,Medium
STU_039749,15,Female,Undergraduate,Public,Middle,Associate,61.7,2.2,87.14,High,2.48,1.52,0,Low,Moderate,Rarely,3,5.68,2.66,2.6,10,1,Medium,14,87,47,70.94,9.08,54.83,D,Pass,Low
STU_039750,17,Male,High School,Public,Upper-Middle,Unknown,73.32,2.84,58.5,Medium,1.75,0.97,0,Medium,Quiet,Rarely,6,6.98,7.12,4.41,7,1,Medium,23,85,63,79.0,7.7,71.55,C,Pass,Medium
